collected_at,source_method,sitemap_url,url,url_type,lastmod
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/bo-xa-tieu-cam-ung-duong-tuong-dung-pin-vg843-vghx03,product_or_collection,2026-05-14T03:40:39Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/bo-xa-tieu-cam-ung-duong-tuong-dung-pin-vg842-vghx02,product_or_collection,2026-05-14T03:40:39Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/voi-chau-3-lo-lien-sen-nong-lanh-vg326,product_or_collection,2026-05-14T08:42:20Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-tam-nong-lanh-vg568,product_or_collection,2026-05-14T08:49:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-vtl2,product_or_collection,2026-01-20T02:40:52Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-ghep-nong-lanh-co-voi-vg511-1,product_or_collection,2026-05-14T08:49:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-ghep-nong-lanh-co-voi-vg515-1,product_or_collection,2026-05-14T08:49:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-cay-khong-voi-2-bat-sen-vg596,product_or_collection,2026-05-14T08:49:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-cay-co-voi-2-bat-sen-vg597,product_or_collection,2026-05-14T08:49:33Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/sen-cay-khong-voi-2-bat-sen-vg598,product_or_collection,2026-05-14T09:00:59Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/ban-cau-1-khoi-v63,product_or_collection,2026-05-14T08:46:32Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/ban-cau-mot-khoi-v64,product_or_collection,2026-05-14T08:46:32Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-v25,product_or_collection,2026-03-19T03:15:06Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-vanh-mong-v26,product_or_collection,2026-01-20T02:34:51Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-rua-v27,product_or_collection,2026-01-20T02:34:49Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-rua-v28,product_or_collection,2026-01-20T02:34:49Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-rua-v29,product_or_collection,2026-01-20T02:34:49Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/tieu-tv5,product_or_collection,2026-05-14T03:40:39Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/voi-chau-mot-duong-lanh-vg106,product_or_collection,2026-05-14T08:42:20Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/voi-tieu-nu-vg101,product_or_collection,2026-05-14T03:40:39Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/voi-mot-duong-nuoc-vg110,product_or_collection,2026-05-14T03:40:39Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/ban-cau-hai-khoi-sanfi-s201,product_or_collection,2026-05-14T03:40:39Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-treo-tuong-sanfi-s506-chan-s602,product_or_collection,2025-11-30T11:21:16Z
2026-05-22T19:46:26.737183+00:00,Sitemap recursive extraction,https://viglacera.vn/sitemap_products_1.xml,https://viglacera.vn/chau-treo-tuong-sanfi-s507-chan-s507,product_or_collection,2026-02-23T07:27:10Z
